Engine_Speed,Fuel_Flow,Intake_Manifold_Pressure,Coolant_Temp,Ambient_Temp,Engine_Performance
823,48.74,1.18,100,10,159.17
1019,20.01,1.56,77,16,137.3
2279,31.24,2.42,93,20,213.53
2981,35.64,1.25,84,10,172.46
761,17.16,1.27,91,23,99.97
2468,48.74,1.05,95,29,183.76
972,16.77,1.93,72,31,144.04
2943,30.76,2.31,90,38,228.69
1642,43.46,2.65,86,15,243.27
2022,44.54,1.79,108,22,204.31
1243,49.02,1.64,88,40,175.89
2763,47.39,1.97,87,37,220.41
1072,22.66,1.3,100,26,128.16
1763,48.27,1.93,70,36,203.35
2214,36.94,2.98,73,38,251.57
978,48.7,2.72,108,29,225.79
820,42.04,1.28,110,23,148.45
1361,31.76,2.51,110,19,202.26
1993,20.83,1.25,91,23,146.67
2900,29.84,1.93,105,21,212.62
1141,11.88,1.4,84,35,110.89
1116,43.94,2.16,88,32,198.71
2292,14.23,1.6,83,29,147.21
2786,45.24,1.01,94,12,171.35
2448,28.93,2.2,74,33,212.92
2147,26.03,1.09,71,39,135.26
823,29.92,1.87,86,34,164.02
1828,17.47,2.58,96,24,193.35
1706,48.4,2.82,92,11,245.07
1484,20.07,2.72,88,25,195.86
702,20.75,2.24,88,30,162.26
832,26.67,2.77,94,30,193.57
1692,13.08,2.79,71,39,200.43
2203,35.59,1.29,92,17,169.94
2358,16.01,1.37,98,24,138.93
1509,23.36,2.24,72,17,182.1
2810,38.43,2.99,74,16,270.66
1673,20.09,1.6,108,31,143.75
1111,15.41,2.72,70,31,176.3
2221,25.31,2.12,91,27,192.12
2641,39.64,1.3,98,33,184.41
1248,12.83,1.19,83,24,109.24
764,24.5,1.99,100,21,159.92
2868,11.77,2.87,100,11,226.29
2764,28.08,2.22,78,40,201.6
1486,31.9,1.91,105,28,175.21
2338,28.82,1.77,80,20,178.38
1779,28.53,1.87,89,10,183.37
1996,15.14,1.75,108,29,153.51
2669,11.65,2.78,70,37,212.5
2443,18.33,2.43,87,23,204.28
2090,21.18,2.18,100,24,178.14
1518,30.41,2.87,90,26,232.22
2385,23.62,1.94,90,40,176.24
2573,16.44,1.32,108,33,153.14
2966,38.13,2.19,91,40,229.89
1293,15.91,2.45,92,20,182.57
1326,23.06,2.3,107,15,184.63
1794,37.51,2.9,90,38,235.85
2774,23.24,2.7,104,38,236.94
2177,47.93,2.97,95,12,270.34
983,30.05,1.31,89,35,123.24
829,15.76,2.09,105,14,153.39
2869,49.73,2.44,73,36,257.15
2083,38.08,1.21,96,39,170.71
2069,39.68,2.8,87,12,238.67
1165,32.46,2.33,102,32,195.92
2698,49.43,1.43,103,28,198.25
1615,26.58,1.66,83,32,153.81
2109,21.17,2.81,88,17,225.06
738,48.11,2.49,88,19,211.89
2702,12.99,2.28,72,27,180.43
2188,15.09,2.36,79,40,185.43
695,20.02,2.78,109,33,184.01
1613,27.75,1.99,74,20,177.71
1497,12.36,2.06,84,13,161.36
2571,19.72,1.28,78,26,143.44
2832,43.87,2.17,77,10,236.32
2966,26.36,2.67,77,27,240.18
602,46.76,1.66,106,33,168.78
1583,45.53,2.89,72,37,248.84
866,24.16,1.11,107,26,115.46
2552,29.5,2.43,107,39,215.71
2973,10.9,2.31,87,14,196.3
1712,35.87,2.42,102,20,211.35
2844,31.97,2.25,104,27,230.17
1562,26.94,2.15,110,22,189.57
782,42.49,1.46,106,29,159.18
2545,34.99,2.25,73,28,211.45
1996,40.2,2.85,83,32,243.55
1807,14.52,2.02,71,23,155.8
2868,42.98,2.65,87,33,262.18
1279,19.84,1.65,104,17,151.77
750,27.2,1.02,95,25,113.52
2526,33.71,2.13,109,25,208.97
1240,17.23,2.92,96,16,209.44
707,43.09,2.37,77,15,207.78
1841,43.25,1.49,74,37,172.63
788,20.22,1.75,98,24,137.59
1281,39.58,2.32,79,35,207.45
1488,25.33,1.28,70,20,130.24
1739,36.79,1.13,92,29,158.08
1767,48.54,1.43,105,37,179.22
1801,35.24,1.94,96,17,195.14
1425,43.65,1.75,100,39,192.93
1598,35.72,2.12,81,37,196.99
1378,12.95,1.24,102,14,123.17
2870,40.62,2.25,106,18,228.49
2969,28.19,2.77,79,18,245.17
2787,45.02,2.88,77,11,278.91
1163,10.22,1.73,85,11,127.39
1332,29.22,1.36,73,21,150.04
2851,44.74,1.86,71,10,218.7
909,17.21,2.02,76,11,140.89
1009,27.9,2.37,106,39,185.22
1233,19.39,2.76,102,30,196.67
2626,46.26,2.5,82,10,258.68
822,32.84,1.19,83,31,127.27
1175,44.33,1.56,98,35,171.19
1302,17.03,1.35,107,31,133.44
1789,27.73,1.14,100,22,142.07
1270,30.05,2.98,106,37,224.23
724,28.08,1.31,79,26,127.93
2514,31.22,2.7,94,28,237.01
2381,19.12,1.08,76,12,140.88
1134,29.69,1.44,95,38,132.14
1933,19.3,1.46,93,10,148.03
2214,44.43,1.89,71,14,212.87
1367,27.96,2.24,91,37,180.65
2108,46.86,2.02,81,27,216.98
682,24.98,1.63,106,23,134.27
2644,49.97,1.83,109,12,228.47
1541,43.61,2.96,103,24,259.73
2022,43.4,2.75,86,17,257.64
2422,16.07,1.88,107,39,160.88
2464,22.19,1.57,93,39,167.8
2687,22.41,1.36,78,32,150.14
1890,43.23,1.79,108,10,204.75
2184,33.22,1.56,92,20,182.14
1299,35.71,2.39,104,17,213.41
1860,34.36,1.76,77,10,188.27
1788,20.78,1.94,95,26,160.77
2981,20.36,2.37,71,38,206.14
2912,49.28,2.42,70,18,265.13
1106,33.06,1.59,71,18,158.52
1513,22.06,2.5,97,25,183.3
2057,14.7,1.51,95,12,143.67
1914,43.96,2.68,93,19,238.04
1856,26.45,1.4,81,16,159.27
2400,33.89,2.17,82,31,204.28
856,14.35,2.09,93,26,141.07
1885,17.85,2.3,70,17,174.51
2533,48.77,2.57,102,13,259.48
2776,37.73,1.19,76,21,168.86
1224,10.74,2.73,80,38,169.14
2785,20.72,1.39,103,30,169.23
2038,18.52,2.17,74,35,183.39
2107,39.95,1.59,86,21,177.51
1789,23.07,1.53,80,33,142.78
1287,24.56,1.53,77,14,144.24
1256,30.86,1.74,98,10,157.5
1940,48.74,2.79,92,26,252.01
2567,14.73,2.24,98,15,200.8
1167,29.06,2.21,106,11,181.08
1118,37.72,1.74,105,40,169.99
2395,29.74,1.08,97,17,151.74
728,26.64,1.47,86,25,122.95
2890,11.96,1.17,93,37,136.31
2881,27.11,1.55,97,12,191.68
1950,36.07,1.63,88,24,181.88
2646,36.34,1.18,79,15,173.34
826,48.59,2.94,109,21,234.79
2025,48.52,1.01,82,26,175.12
1348,26.15,2.85,74,11,206.16
2436,19.34,1.05,87,32,139.24
1112,27.84,2.51,105,15,206.02
1361,32.61,2.41,76,17,197.04
2949,16.89,2.73,81,34,221.4
1206,35.16,2.45,109,26,208.5
1142,29.16,2.12,79,12,188.14
2212,13.32,1.25,98,34,131.09
2668,41.07,1.39,101,17,181.41
979,13.78,2.21,98,20,149.49
2862,24.12,1.73,101,34,182.24
2904,41.12,2.35,110,33,241.0
1290,37.08,1.58,74,13,157.18
1625,15.76,1.49,92,12,128.73
706,16.81,1.04,77,36,83.34
1919,23.21,1.29,108,26,136.02
1128,25.18,1.61,71,25,147.79
1861,46.27,1.75,83,12,205.31
1003,16.42,2.95,96,26,192.89
2536,10.3,1.7,77,17,156.16
907,29.58,2.08,86,23,161.27
1875,22.62,1.81,93,15,172.11
1951,41.69,1.15,99,25,173.04
2059,37.96,3.0,81,28,259.06
1419,37.18,1.46,94,29,155.26
1131,36.34,1.04,89,31,124.36
1709,32.64,2.79,70,33,218.41
2230,45.35,1.1,109,34,181.69
2844,40.6,2.74,80,40,253.57
2386,21.58,1.61,102,31,168.45
1950,26.42,1.26,82,13,147.52
1098,20.47,2.93,108,12,209.31
1300,26.61,2.66,98,13,205.22
2978,37.24,2.65,102,40,258.0
2657,19.48,2.43,76,13,208.71
1319,25.91,2.11,109,40,177.15
622,27.02,2.41,85,26,170.94
775,13.47,2.11,89,21,138.12
1833,28.74,1.9,72,34,183.69
2016,32.41,2.68,102,34,234.29
2160,32.36,1.74,110,16,189.43
2057,24.19,1.63,108,36,152.84
2799,46.52,1.19,94,20,199.88
2886,43.08,2.63,75,31,260.06
1766,49.0,2.12,72,24,219.92
753,32.51,2.2,94,17,180.6
819,48.56,2.02,94,40,181.98
2390,41.94,2.92,88,35,257.48
2750,21.69,1.62,87,20,173.94
1308,30.81,1.65,87,17,151.71
1497,40.69,1.23,98,13,165.33
2342,27.41,1.81,96,29,179.83
1061,38.35,1.64,83,29,154.22
1569,30.1,1.51,73,39,160.82
2501,31.46,2.1,76,39,198.4
2418,11.38,1.22,98,36,124.42
1794,46.66,1.76,106,40,196.15
2697,17.88,2.15,91,22,194.22
987,27.33,1.83,98,26,152.1
2180,14.42,2.93,70,25,208.61
2273,14.62,1.46,74,25,138.44
967,11.09,2.68,84,21,165.31
697,48.03,2.32,90,20,208.77
1053,41.02,1.48,86,40,163.88
999,19.87,2.07,87,13,151.46
2328,42.34,2.96,74,20,265.35
2712,19.0,2.21,79,22,202.97
791,37.5,2.78,81,34,219.31
2174,23.6,1.01,98,18,127.42
969,15.78,3.0,72,31,203.58
907,36.94,1.16,76,39,134.12
1285,11.67,1.42,98,29,121.33
2276,48.98,2.48,100,18,247.0
860,22.97,2.48,99,28,181.42
2824,14.77,1.09,95,26,139.88
1433,46.34,1.26,99,25,161.83
2020,13.62,1.57,106,25,154.05
888,45.84,1.96,108,22,196.77
2067,26.04,1.16,110,10,151.26
2152,17.26,1.14,96,23,132.76
1089,46.88,2.42,92,10,225.81
793,35.99,2.3,71,39,191.7
1562,30.74,2.51,80,32,203.59
690,44.54,2.44,91,22,209.76
1431,18.1,2.62,109,21,199.65
1210,33.53,1.85,103,25,178.9
2554,27.79,1.74,106,31,190.29
914,27.33,1.19,110,14,128.41
1818,36.87,1.82,70,14,178.34
1860,14.99,2.55,80,31,193.09
664,35.98,1.66,73,21,146.64
2922,33.7,2.83,90,40,257.05
2583,31.02,2.97,105,23,260.47
2346,45.63,1.07,70,29,163.78
1348,27.54,1.21,70,29,123.32
2868,39.05,2.49,100,32,252.19
929,45.49,2.48,103,15,215.71
1270,42.73,2.71,104,21,229.81
1144,12.52,2.54,107,34,173.63
1237,35.13,1.73,77,30,160.5
753,15.39,2.1,85,36,134.7
1378,16.71,2.98,97,27,198.34
862,46.95,1.36,106,33,159.34
2066,43.45,1.99,95,24,212.45
2038,39.18,2.32,82,20,212.07
995,30.79,1.77,79,19,154.98
2042,43.59,2.34,92,34,220.48
2319,16.95,1.25,101,21,132.34
877,44.5,1.62,103,40,162.48
1706,10.81,1.68,110,10,152.25
672,13.75,1.66,71,23,115.05
1473,30.17,1.1,99,39,129.44
1377,10.45,1.41,90,16,125.21
696,39.81,1.86,88,37,167.24
2240,45.06,2.96,85,30,261.0
1253,34.7,1.32,70,23,148.71
1488,30.97,1.16,109,26,143.99
2069,21.14,1.86,96,18,178.01
2405,27.29,2.85,80,15,240.53
2596,32.22,2.89,100,19,251.48
1132,19.86,2.92,88,33,202.44
1149,28.96,2.7,110,34,199.24
2705,20.9,1.93,85,16,191.16
1351,22.48,1.46,109,16,132.45
1925,31.07,1.1,88,24,146.51
2104,19.31,1.42,71,12,150.65
2566,11.61,1.05,73,27,120.47
682,49.55,2.6,107,18,233.99
2944,33.46,1.86,83,23,205.44
1775,14.97,2.31,82,26,183.8
2451,25.27,1.69,81,25,183.11
1033,36.8,1.07,71,10,144.35
2806,45.35,1.88,75,12,232.72
2187,24.3,2.25,108,10,211.55
740,30.32,2.96,86,38,213.22
2137,33.2,1.22,92,29,159.37
1453,20.7,1.55,81,21,144.29
1103,38.65,1.9,72,34,183.27
748,19.43,1.33,78,26,103.31
1450,21.4,1.03,81,12,115.82
1282,21.45,1.82,86,36,152.4
1995,14.57,1.56,88,38,140.24
1326,38.29,2.6,96,28,211.46
2696,10.33,1.66,88,36,155.97
2042,46.65,1.85,101,20,211.69
712,46.21,2.86,97,27,223.23
1808,37.78,2.1,84,13,197.56
1336,12.12,1.83,81,15,147.26
2514,21.27,2.79,103,13,226.81
1142,45.98,2.27,92,19,217.33
2032,49.73,2.67,100,30,243.64
2808,42.16,1.31,84,32,186.12
1863,10.04,1.05,93,31,102.02
2688,47.42,1.79,95,21,212.69
2224,46.64,2.43,92,33,231.66
977,34.23,1.27,87,31,138.1
1887,34.91,2.4,90,39,202.83
2763,23.85,1.63,97,29,170.91
607,25.31,2.93,79,13,202.19
2271,17.56,1.56,86,30,161.36
2049,38.14,1.92,92,17,207.73
1203,12.3,1.5,81,17,128.57
2560,36.0,2.86,81,36,243.04
1922,11.0,2.13,72,32,159.11
2978,18.95,1.46,90,25,159.15
2378,30.08,2.84,70,31,243.57
2644,12.6,1.08,108,36,139.32
2147,23.12,2.94,89,25,222.71
2801,15.32,2.26,104,27,206.57
687,24.83,2.24,97,19,160.91
1418,33.22,2.99,70,24,229.46
1761,38.19,1.28,93,27,153.54
2116,43.59,1.42,95,27,188.51
919,49.66,1.72,84,39,188.63
1218,22.67,2.74,74,37,199.17
2889,39.09,1.26,104,15,182.72
2837,13.46,1.73,103,10,175.9
1440,38.24,1.89,101,13,181.32
1683,20.68,1.79,73,34,160.24
1497,41.45,1.69,86,11,173.98
831,34.33,2.36,84,14,184.37
2903,35.78,2.48,89,28,238.22
1477,36.85,2.88,81,33,221.44
880,10.64,1.5,106,28,113.94
2881,36.7,1.12,86,10,179.5
1957,27.07,1.66,110,15,162.58
2766,38.99,1.97,72,39,220.84
2083,13.25,2.79,100,31,210.16
2641,43.08,2.52,70,34,242.48
1157,48.98,1.58,90,36,180.41
2469,38.15,2.14,89,28,212.74
1349,25.35,1.8,76,15,155.31
887,27.94,1.66,87,10,147.0
2981,24.59,2.53,72,36,229.5
1532,20.86,1.76,72,38,146.44
1888,39.97,1.47,110,19,173.4
1942,43.05,2.16,88,32,219.55
2468,29.13,2.25,95,31,216.09
2092,13.91,2.24,89,12,179.68
1544,18.12,1.39,105,19,131.77
893,32.52,2.16,110,13,176.69
789,48.54,2.62,87,27,223.24
1518,31.96,1.17,94,26,147.73
624,10.2,2.01,75,23,140.66
2736,34.88,2.69,79,19,254.09
1239,25.96,1.89,74,39,157.71
1516,34.68,2.29,96,24,196.04
1692,32.05,1.77,83,17,165.85
1771,30.38,2.23,96,29,186.91
1511,20.66,2.37,88,40,174.74
997,14.32,2.06,101,31,145.07
629,47.78,2.28,101,20,208.15
1757,32.84,2.12,96,24,192.31
2449,24.67,1.23,91,40,140.03
851,23.88,1.51,77,26,136.25
665,30.08,1.92,85,39,158.31
2273,19.56,1.03,94,25,137.06
1660,27.06,2.13,77,23,181.1
2446,46.37,2.85,102,20,269.94
658,47.9,1.43,73,30,166.37
2019,48.08,1.64,101,26,193.13
613,13.41,1.26,86,36,92.63
1484,25.7,1.92,93,25,172.23
1384,13.66,1.56,76,11,130.99
1646,23.77,1.4,107,25,134.7
2728,23.92,1.38,87,19,163.75
2575,15.31,1.68,87,15,159.0
2783,39.88,1.27,110,20,192.62
2009,21.45,1.67,79,23,161.21
2510,22.72,1.91,71,34,180.79
2213,16.35,2.95,95,32,212.24
2672,14.5,1.34,82,21,152.35
1341,12.97,2.28,92,12,167.94
961,36.01,2.75,106,22,223.5
1451,17.09,2.98,109,35,197.94
808,24.45,2.94,86,23,196.7
2859,38.68,2.6,93,18,243.55
796,16.16,1.79,93,32,129.92
1923,13.32,1.95,91,21,159.16
1064,12.91,2.22,105,21,161.51
1418,46.51,2.65,100,39,241.19
2659,19.89,2.31,96,15,211.42
2360,22.53,2.78,78,38,211.33
873,22.93,1.92,91,25,153.27
625,19.78,1.34,83,33,115.69
1176,48.65,2.14,108,24,217.35
1162,15.1,1.3,78,32,107.19
1240,36.34,2.95,84,37,228.63
2279,23.76,2.58,90,16,211.04
1171,44.82,1.88,92,31,181.22
1216,24.7,1.44,108,15,139.59
1543,11.9,1.74,78,13,132.3
761,37.39,1.83,98,23,161.46
607,19.54,2.27,108,26,158.17
2193,33.23,2.38,80,24,211.99
2413,40.3,2.88,101,27,264.22
1028,30.41,2.56,81,13,202.05
2825,18.78,1.04,96,15,153.48
2407,36.36,2.37,91,40,228.6
959,44.0,2.9,106,30,233.05
1596,13.57,1.12,75,28,106.4
999,19.85,1.26,100,19,114.11
2626,40.11,1.37,73,10,188.08
1662,18.53,1.45,73,31,134.07
2255,12.35,2.8,81,21,215.09
911,23.02,1.92,87,35,143.1
1234,32.13,2.74,109,24,214.17
2816,45.51,2.46,74,36,254.95
2029,20.02,1.28,109,25,136.77
2154,20.18,2.78,103,25,220.52
2582,44.52,1.49,94,12,199.32
2472,24.45,1.81,104,12,192.52
2037,40.53,2.29,92,33,209.31
1274,48.25,2.64,85,16,225.01
1218,27.47,1.12,72,40,127.58
1238,29.81,2.21,75,31,184.62
2565,28.88,1.08,85,36,151.95
773,47.89,2.62,98,31,217.83
2968,38.07,1.35,96,10,190.36
2047,48.23,1.57,80,24,185.37
2059,36.21,2.15,88,24,198.64
2817,48.62,2.78,110,12,274.9
2629,23.18,2.46,107,38,222.19
2131,42.45,2.67,78,29,236.15
909,32.48,2.05,73,11,179.42
2531,25.56,1.03,103,37,152.26
1252,20.92,1.56,84,34,145.49
849,16.87,1.13,86,34,96.64
1737,39.94,1.68,94,31,182.02
1117,43.75,2.49,104,40,212.24
1744,10.94,1.22,93,19,120.77
1167,45.29,2.6,77,39,215.2
2191,45.55,2.74,79,10,246.58
2345,43.35,2.83,96,38,250.82
1979,32.44,1.71,92,31,172.65
933,47.28,2.9,106,28,230.46
2523,34.77,2.1,91,34,203.81
2988,17.24,2.68,70,35,227.42
2583,13.26,2.63,93,14,211.33
2256,30.22,1.46,110,22,160.4
2203,24.55,2.39,98,17,215.31
2196,17.34,2.23,91,34,177.99
2273,12.88,2.18,88,37,181.62
2653,35.91,1.57,103,33,184.74
1517,29.44,2.87,102,36,229.51
1436,41.76,2.09,71,17,191.6
1488,26.95,1.72,105,19,169.55
2670,32.86,3.0,95,39,259.8
1897,40.38,1.02,100,28,157.66
2209,13.47,2.07,74,17,162.33
1528,40.85,2.23,88,31,200.8
1273,47.14,1.76,86,24,189.6
2865,38.0,1.52,108,10,197.25
1277,36.21,1.14,85,21,140.96
2543,21.83,2.62,103,35,213.22
1072,23.33,1.79,70,33,149.52
2901,24.7,1.88,85,37,182.62
2485,43.6,2.7,89,17,255.45
1467,16.22,2.07,89,14,156.9
1247,47.91,2.41,90,21,228.92
1636,40.05,2.35,79,34,205.24
2642,36.1,2.7,90,19,253.4
1797,32.04,1.01,89,23,145.09
1251,15.74,2.09,93,39,147.02
2074,42.69,2.51,110,28,246.16
625,44.99,2.93,73,28,219.83
1579,32.11,2.1,82,20,188.93
1090,36.31,2.74,90,18,213.69
1059,20.16,2.88,97,30,199.89
1155,31.68,2.51,98,10,209.9
1844,43.5,2.21,82,39,216.7
1309,41.8,1.68,108,21,184.07
1898,40.89,1.55,97,23,173.23
1243,29.66,2.53,86,11,199.16
1672,37.72,1.25,81,13,165.51
665,35.96,1.69,104,32,159.34
694,26.56,2.49,85,26,185.39
956,22.6,2.01,73,15,152.46
1549,32.06,1.41,88,22,157.55
1481,47.96,1.04,107,10,166.99
645,45.05,2.77,85,29,225.02
1495,40.82,2.93,81,19,239.45
1234,31.17,1.16,90,11,137.49
847,30.26,1.93,88,22,170.83
2251,47.79,2.37,70,28,234.4
2775,33.12,1.39,84,39,183.03
766,46.51,1.24,91,25,145.55
1306,10.35,2.75,108,20,188.18
673,12.4,1.39,78,20,95.23
1611,37.88,1.5,86,36,157.71
1001,28.72,1.66,76,32,148.58
1998,13.33,2.55,78,11,195.83
1381,36.88,1.44,97,38,149.53
2553,20.95,1.87,107,24,176.43
1090,39.45,2.28,71,35,204.33
618,23.15,1.14,99,31,114.66
2186,44.59,2.11,100,39,219.97
1286,25.23,1.79,87,13,150.36
2796,11.53,2.8,79,23,217.43
1202,15.43,1.68,99,29,131.76
1891,12.46,1.69,101,11,147.03
2374,28.07,1.7,104,34,174.62
2255,32.56,2.56,91,18,222.37
1369,15.74,1.12,73,14,104.31
604,28.74,2.04,96,19,162.0
1944,34.34,1.45,109,30,176.11
1678,12.92,2.02,97,24,167.66
1697,40.75,1.62,84,31,175.87
1293,32.41,1.5,104,18,148.69
1033,12.93,2.51,96,40,177.0
1223,22.33,2.14,83,21,173.5
1052,30.4,2.15,78,23,168.44
850,29.78,2.9,104,33,210.65
1658,13.56,1.3,84,19,116.18
2863,29.34,2.83,71,14,253.92
1228,15.0,2.16,90,32,155.74
2628,36.88,1.67,76,20,204.07
1292,19.08,2.04,86,28,157.29
1102,26.26,1.92,91,29,169.29
1454,45.1,1.61,96,17,178.98
2599,37.73,2.91,88,28,265.32
1530,41.71,2.3,100,35,218.17
1826,25.99,2.42,107,21,206.4
1295,43.09,1.81,104,40,190.67
2555,48.42,2.8,73,24,270.9
2245,39.95,1.67,87,25,186.12
1640,46.44,2.67,82,17,232.98
1450,33.65,1.84,90,19,176.16
2794,46.78,2.75,101,36,276.06
1313,32.96,2.4,104,19,198.3
2971,45.23,1.95,109,22,222.39
1115,17.29,2.8,106,13,201.93
773,21.56,1.18,72,17,106.24
2263,24.39,2.76,88,10,223.95
2815,20.97,1.4,70,10,154.35
2569,26.96,1.92,110,33,185.33
2724,32.92,2.53,72,25,223.09
1405,38.55,2.87,70,28,221.18
651,39.53,2.98,90,18,236.21
2931,32.84,1.93,105,36,198.18
2300,29.88,2.23,84,14,212.54
1751,14.77,2.12,92,25,167.23
704,10.59,1.9,106,35,127.51
2975,29.86,1.7,79,38,180.51
1414,18.95,1.8,85,24,145.8
932,18.46,2.73,74,22,194.34
1688,41.05,1.0,91,24,157.75
1412,10.26,2.94,93,31,184.36
1960,48.71,1.23,83,21,180.32
1714,42.18,2.8,73,32,238.57
1506,30.47,1.11,76,36,139.79
2835,33.02,1.12,84,29,163.72
889,38.55,1.56,80,29,147.43
2393,13.6,2.21,78,22,177.16
2813,17.92,1.03,91,33,139.17
755,44.8,2.24,75,24,196.66
789,25.61,1.93,109,29,154.69
1574,49.99,2.47,74,29,233.35
1470,12.83,2.5,73,22,167.23
985,12.43,2.78,96,32,178.68
1768,37.68,2.51,98,40,209.76
1541,49.59,1.68,82,16,200.65
1615,23.98,2.19,85,12,181.64
2113,40.74,2.47,102,31,228.57
1420,29.19,1.28,87,16,146.44
1824,35.32,2.44,99,32,221.65
613,19.51,1.49,79,33,115.11
2692,25.24,2.75,84,32,225.98
2072,43.22,1.58,92,16,187.17
1803,40.08,2.1,87,11,199.09
1339,46.38,1.85,99,31,182.89
1533,41.97,1.57,71,33,170.88
996,41.98,2.56,104,16,221.17
1020,27.82,2.99,107,32,218.89
1847,18.77,2.89,86,34,212.13
1056,49.86,2.23,74,40,212.55
1313,12.15,2.16,103,37,153.73
1837,49.7,2.58,82,15,248.83
1306,33.83,2.3,72,17,190.85
983,30.34,1.98,106,30,165.06
1988,47.54,1.5,85,22,194.57
1374,20.82,1.53,77,22,147.19
1326,19.96,2.28,110,27,173.92
2593,36.79,1.24,77,23,164.98
1825,41.45,2.51,92,13,229.36
2828,35.32,2.11,102,40,217.72
2697,39.36,1.25,94,20,179.34
1471,43.22,1.8,90,14,191.49
2267,45.06,2.92,101,11,258.6
2408,31.99,1.65,97,20,184.92
2667,43.08,2.94,76,26,262.91
2741,31.28,2.83,104,22,241.3
1275,36.45,2.35,89,18,193.59
2036,37.41,2.16,101,19,216.26
1466,25.18,1.33,104,35,146.23
2419,19.99,1.57,100,40,152.18
2133,21.34,1.18,83,20,131.0
1813,31.33,1.99,106,37,176.86
2463,12.9,2.81,103,38,221.13
1346,13.84,1.56,80,40,133.87
655,29.76,2.99,96,21,217.96
1187,48.7,1.22,102,16,172.21
743,18.18,2.04,80,32,149.59
607,11.0,2.77,110,36,162.92
1020,26.15,2.65,89,25,194.42
904,20.03,1.89,106,16,141.75
1408,19.13,1.47,71,19,134.72
1944,18.71,1.56,70,20,156.38
2664,37.17,1.76,95,33,196.81
2732,46.88,2.58,92,35,253.14
1579,34.0,1.66,94,37,172.93
1779,42.25,2.3,73,10,216.99
2277,22.2,1.05,106,29,135.79
837,46.58,2.24,74,13,203.51
1419,26.41,1.67,97,26,157.64
1335,36.78,2.66,95,19,219.21
1915,23.08,1.38,71,37,142.2
2977,29.95,2.69,82,28,239.97
1194,49.54,2.99,94,30,242.06
1913,15.5,1.6,70,40,141.11
2916,12.33,1.9,104,25,174.38
2419,44.46,2.68,72,26,260.74
2715,44.49,2.42,103,17,245.53
758,47.73,1.89,110,11,194.08
2885,39.16,2.37,79,30,230.97
2812,45.63,2.73,109,40,261.09
1563,15.11,2.71,71,24,187.35
636,43.95,1.15,102,23,146.45
777,22.91,1.73,99,14,136.11
2275,48.09,1.22,106,39,184.24
787,45.49,1.33,73,32,142.51
1359,19.92,1.97,103,11,171.82
2284,47.83,2.49,74,38,236.81
2892,32.74,2.41,89,21,234.02
1327,31.53,2.62,84,23,205.4
1482,13.01,2.23,99,33,164.54
753,29.3,2.04,96,31,170.5
1395,11.46,2.92,105,26,188.45
1687,22.58,2.41,88,17,185.68
1847,46.32,1.58,74,13,198.14
2082,11.28,2.65,78,38,185.21
1683,34.99,1.77,90,20,189.48
617,10.17,2.48,83,36,155.0
1059,39.07,2.1,95,33,185.36
1952,15.09,1.09,74,19,120.22
1839,19.36,2.61,81,22,199.41
901,40.98,2.27,71,22,192.58
1811,46.57,1.4,91,40,174.91
701,30.05,1.67,92,12,143.77
1747,16.22,1.28,95,18,124.1
1069,35.74,1.8,95,21,175.66
1552,41.67,2.94,94,24,242.96
1539,37.38,2.27,91,19,200.62
1132,11.21,2.57,84,10,181.87
2781,38.34,1.93,104,19,211.36
2742,18.55,2.16,102,36,190.98
1449,43.37,2.65,88,28,223.8
2664,26.75,1.79,73,25,180.24
2760,14.39,2.12,82,21,185.76
640,25.38,1.48,105,19,140.75
2146,11.32,2.57,98,15,201.71
2401,12.62,1.84,93,39,157.65
1909,48.34,2.67,97,11,249.01
2749,33.07,2.18,76,16,222.39
2413,17.08,2.83,94,13,214.86
1691,18.27,2.33,80,40,173.58
886,28.56,2.19,108,21,176.12
2368,26.79,2.6,72,31,210.9
2026,29.4,2.22,83,11,210.41
1656,41.95,1.12,72,13,147.13
1422,31.91,2.66,108,26,212.45
638,26.47,1.29,83,29,122.92
1672,13.03,2.99,76,16,197.5
2732,20.51,2.25,73,19,204.18
2107,13.17,1.67,83,36,147.26
2715,21.95,1.97,89,16,182.08
2020,20.73,2.62,86,34,197.86
1341,47.82,1.06,105,34,161.84
2871,27.81,2.35,101,29,216.69
637,34.97,2.07,107,35,170.46
2777,42.5,1.6,92,10,203.48
2325,41.84,1.72,92,14,198.76
667,30.84,2.81,79,24,204.34
842,38.53,2.97,71,34,217.62
2692,20.6,1.06,103,31,143.88
1757,49.78,2.93,70,17,265.51
891,33.94,1.58,109,27,156.59
2441,13.32,1.81,90,11,171.94
1968,26.31,2.63,106,30,219.36
2798,43.15,1.03,91,11,172.54
2261,31.55,2.04,95,26,203.67
945,24.18,2.75,92,12,193.94
2215,22.33,2.29,104,35,205.09
995,49.08,2.14,76,33,199.96
1739,10.82,1.17,93,24,110.56
865,46.91,2.75,77,28,218.26
1673,35.1,2.91,110,34,238.29
606,15.83,1.6,79,12,116.33
648,32.37,1.09,93,38,118.45
2458,43.89,1.91,79,13,220.63
2049,25.43,1.97,83,29,182.8
2564,11.21,2.51,83,10,198.28
1041,49.97,1.35,72,10,159.07
939,40.15,1.7,79,24,162.49
2154,40.13,1.75,109,27,196.67
2771,47.98,1.06,100,26,179.81
2766,13.43,1.07,109,16,129.26
